"Time differences (ps)"	"Counts per bin"
-4624350	56
-4624300	46
-4624250	52
-4624200	48
-4624150	55
-4624100	54
-4624050	47
-4624000	50
-4623950	51
-4623900	66
-4623850	38
-4623800	51
-4623750	36
-4623700	41
-4623650	39
-4623600	26
-4623550	32
-4623500	38
-4623450	29
-4623400	19
-4623350	24
-4623300	25
-4623250	20
-4623200	23
-4623150	28
-4623100	19
-4623050	23
-4623000	11
-4622950	14
-4622900	15
-4622850	6
-4622800	14
-4622750	9
-4622700	11
-4622650	12
-4622600	8
-4622550	8
-4622500	8
-4622450	9
-4622400	9
-4622350	6
-4622300	6
-4622250	4
-4622200	2
-4622150	4
-4622100	7
-4622050	4
-4622000	5
-4621950	5
-4621900	6
-4621850	4
-4621800	2
-4621750	5
-4621700	2
-4621650	2
-4621600	1
-4621550	1
-4621500	4
-4621450	1
-4621400	3
-4621350	2
-4621300	3
-4621250	3
-4621200	4
-4621150	1
-4621100	0
-4621050	3
-4621000	2
-4620950	2
-4620900	1
-4620850	4
-4620800	2
-4620750	2
-4620700	4
-4620650	5
-4620600	4
-4620550	3
-4620500	0
-4620450	0
-4620400	3
-4620350	1
-4620300	2
-4620250	0
-4620200	2
-4620150	2
-4620100	0
-4620050	0
-4620000	1
-4619950	1
-4619900	2
-4619850	4
-4619800	0
-4619750	2
-4619700	0
-4619650	2
-4619600	2
-4619550	3
-4619500	1
-4619450	2
-4619400	1
-4619350	0
-4619300	2
-4619250	2
-4619200	3
-4619150	1
-4619100	2
-4619050	1
-4619000	0
-4618950	2
-4618900	2
-4618850	0
-4618800	0
-4618750	0
-4618700	3
-4618650	1
-4618600	3
-4618550	5
-4618500	2
-4618450	0
-4618400	2
-4618350	2
-4618300	0
-4618250	0
-4618200	1
-4618150	1
-4618100	3
-4618050	0
-4618000	2
-4617950	1
-4617900	1
-4617850	0
-4617800	1
-4617750	1
-4617700	1
-4617650	1
-4617600	3
-4617550	0
-4617500	2
-4617450	0
-4617400	2
-4617350	3
-4617300	1
-4617250	3
-4617200	0
-4617150	4
-4617100	0
-4617050	1
-4617000	2
-4616950	0
-4616900	2
-4616850	1
-4616800	1
-4616750	0
-4616700	1
-4616650	0
-4616600	1
-4616550	1
-4616500	0
-4616450	1
-4616400	1
-4616350	1
-4616300	3
-4616250	0
-4616200	0
-4616150	5
-4616100	0
-4616050	1
-4616000	0
-4615950	1
-4615900	3
-4615850	1
-4615800	0
-4615750	1
-4615700	3
-4615650	0
-4615600	1
-4615550	1
-4615500	1
-4615450	1
-4615400	1
-4615350	4
-4615300	0
-4615250	0
-4615200	1
-4615150	3
-4615100	1
-4615050	2
-4615000	1
-4614950	1
-4614900	0
-4614850	1
-4614800	4
-4614750	0
-4614700	3
-4614650	2
-4614600	1
-4614550	2
-4614500	3
-4614450	1
-4614400	0
-4614350	1
-4614300	3
-4614250	1
-4614200	1
-4614150	2
-4614100	1
-4614050	0
-4614000	3
-4613950	7
-4613900	1
-4613850	0
-4613800	5
-4613750	4
-4613700	1
-4613650	1
-4613600	2
-4613550	5
-4613500	3
-4613450	0
-4613400	1
-4613350	6
-4613300	7
-4613250	0
-4613200	5
-4613150	7
-4613100	5
-4613050	3
-4613000	4
-4612950	5
-4612900	9
-4612850	6
-4612800	11
-4612750	8
-4612700	13
-4612650	10
-4612600	13
-4612550	11
-4612500	14
-4612450	13
-4612400	14
-4612350	17
-4612300	23
-4612250	22
-4612200	22
-4612150	23
-4612100	30
-4612050	27
-4612000	36
-4611950	34
-4611900	41
-4611850	37
-4611800	51
-4611750	43
-4611700	38
-4611650	51
-4611600	56
-4611550	51
-4611500	52
-4611450	54
-4611400	42
-4611350	42
-4611300	45
-4611250	50
-4611200	56
-4611150	36
-4611100	50
-4611050	33
-4611000	33
-4610950	34
-4610900	27
-4610850	14
-4610800	21
-4610750	25
-4610700	17
-4610650	20
-4610600	22
-4610550	15
-4610500	17
-4610450	10
-4610400	12
-4610350	11
-4610300	10
-4610250	11
-4610200	8
-4610150	11
-4610100	9
-4610050	14
-4610000	9
-4609950	8
-4609900	7
-4609850	8
-4609800	7
-4609750	5
-4609700	6
-4609650	4
-4609600	6
-4609550	1
-4609500	4
-4609450	4
-4609400	2
-4609350	1
-4609300	4
-4609250	1
-4609200	2
-4609150	4
-4609100	0
-4609050	1
-4609000	2
-4608950	0
-4608900	1
-4608850	1
-4608800	5
-4608750	4
-4608700	4
-4608650	3
-4608600	0
-4608550	2
-4608500	6
-4608450	1
-4608400	0
-4608350	0
-4608300	0
-4608250	1
-4608200	2
-4608150	1
-4608100	0
-4608050	1
-4608000	2
-4607950	1
-4607900	1
-4607850	0
-4607800	0
-4607750	2
-4607700	2
-4607650	1
-4607600	3
-4607550	0
-4607500	2
-4607450	1
-4607400	2
-4607350	0
-4607300	0
-4607250	1
-4607200	3
-4607150	1
-4607100	0
-4607050	1
-4607000	1
-4606950	0
-4606900	0
-4606850	2
-4606800	0
-4606750	0
-4606700	0
-4606650	0
-4606600	0
-4606550	2
-4606500	0
-4606450	1
-4606400	0
-4606350	2
-4606300	2
-4606250	4
-4606200	1
-4606150	3
-4606100	1
-4606050	1
-4606000	2
-4605950	1
-4605900	1
-4605850	1
-4605800	2
-4605750	4
-4605700	1
-4605650	0
-4605600	1
-4605550	2
-4605500	4
-4605450	0
-4605400	1
-4605350	1
-4605300	2
-4605250	1
-4605200	3
-4605150	0
-4605100	0
-4605050	1
-4605000	1
-4604950	0
-4604900	2
-4604850	2
-4604800	0
-4604750	1
-4604700	0
-4604650	2
-4604600	4
-4604550	3
-4604500	1
-4604450	2
-4604400	2
-4604350	0
-4604300	4
-4604250	2
-4604200	1
-4604150	1
-4604100	1
-4604050	1
-4604000	3
-4603950	2
-4603900	1
-4603850	0
-4603800	0
-4603750	2
-4603700	0
-4603650	0
-4603600	1
-4603550	2
-4603500	0
-4603450	2
-4603400	0
-4603350	0
-4603300	2
-4603250	1
-4603200	0
-4603150	0
-4603100	1
-4603050	1
-4603000	0
-4602950	0
-4602900	1
-4602850	0
-4602800	1
-4602750	3
-4602700	0
-4602650	2
-4602600	0
-4602550	1
-4602500	3
-4602450	1
-4602400	3
-4602350	1
-4602300	2
-4602250	2
-4602200	2
-4602150	3
-4602100	1
-4602050	2
-4602000	4
-4601950	4
-4601900	1
-4601850	1
-4601800	1
-4601750	1
-4601700	2
-4601650	4
-4601600	3
-4601550	2
-4601500	0
-4601450	2
-4601400	5
-4601350	0
-4601300	3
-4601250	5
-4601200	2
-4601150	4
-4601100	5
-4601050	7
-4601000	3
-4600950	3
-4600900	6
-4600850	6
-4600800	2
-4600750	5
-4600700	6
-4600650	6
-4600600	3
-4600550	10
-4600500	6
-4600450	7
-4600400	12
-4600350	7
-4600300	10
-4600250	11
-4600200	17
-4600150	10
-4600100	10
-4600050	12
-4600000	11
-4599950	21
-4599900	15
-4599850	21
-4599800	19
-4599750	25
-4599700	27
-4599650	34
-4599600	23
-4599550	38
-4599500	29
-4599450	40
-4599400	32
-4599350	36
-4599300	41
-4599250	37
-4599200	56
-4599150	41
-4599100	48
-4599050	50
-4599000	44
-4598950	35
-4598900	66
-4598850	54
-4598800	44
-4598750	43
-4598700	41
-4598650	51
-4598600	32
-4598550	33
-4598500	32
-4598450	32
-4598400	37
-4598350	26
-4598300	23
-4598250	21
-4598200	18
-4598150	31
-4598100	17
-4598050	15
-4598000	14
-4597950	18
-4597900	16
-4597850	16
-4597800	16
-4597750	4
-4597700	13
-4597650	8
-4597600	10
-4597550	4
-4597500	10
-4597450	7
-4597400	2
-4597350	5
-4597300	4
-4597250	6
-4597200	3
-4597150	3
-4597100	4
-4597050	2
-4597000	2
-4596950	7
-4596900	3
-4596850	5
-4596800	6
-4596750	4
-4596700	0
-4596650	0
-4596600	1
-4596550	2
-4596500	0
-4596450	2
-4596400	1
-4596350	3
-4596300	1
-4596250	2
-4596200	0
-4596150	2
-4596100	1
-4596050	1
-4596000	1
-4595950	1
-4595900	2
-4595850	0
-4595800	1
-4595750	3
-4595700	3
-4595650	1
-4595600	3
-4595550	2
-4595500	1
-4595450	0
-4595400	0
-4595350	0
-4595300	0
-4595250	1
-4595200	3
-4595150	1
-4595100	2
-4595050	2
-4595000	0
-4594950	1
-4594900	2
-4594850	1
-4594800	3
-4594750	2
-4594700	2
-4594650	2
-4594600	1
-4594550	1
-4594500	2
-4594450	1
-4594400	4
-4594350	1
-4594300	4
-4594250	1
-4594200	0
-4594150	0
-4594100	0
-4594050	2
-4594000	2
-4593950	1
-4593900	1
-4593850	0
-4593800	1
-4593750	1
-4593700	0
-4593650	1
-4593600	2
-4593550	0
-4593500	2
-4593450	2
-4593400	1
-4593350	1
-4593300	0
-4593250	1
-4593200	2
-4593150	1
-4593100	1
-4593050	1
-4593000	1
-4592950	1
-4592900	1
-4592850	0
-4592800	1
-4592750	2
-4592700	1
-4592650	1
-4592600	0
-4592550	1
-4592500	0
-4592450	2
-4592400	4
-4592350	0
-4592300	2
-4592250	1
-4592200	1
-4592150	1
-4592100	0
-4592050	1
-4592000	0
-4591950	0
-4591900	1
-4591850	1
-4591800	1
-4591750	2
-4591700	2
-4591650	1
-4591600	2
-4591550	1
-4591500	1
-4591450	1
-4591400	0
-4591350	0
-4591300	2
-4591250	0
-4591200	3
-4591150	0
-4591100	0
-4591050	0
-4591000	1
-4590950	0
-4590900	1
-4590850	1
-4590800	2
-4590750	1
-4590700	0
-4590650	2
-4590600	3
-4590550	6
-4590500	2
-4590450	3
-4590400	0
-4590350	1
-4590300	1
-4590250	1
-4590200	1
-4590150	5
-4590100	0
-4590050	0
-4590000	0
-4589950	2
-4589900	3
-4589850	0
-4589800	0
-4589750	1
-4589700	2
-4589650	2
-4589600	4
-4589550	0
-4589500	2
-4589450	3
-4589400	0
-4589350	0
-4589300	3
-4589250	3
-4589200	2
-4589150	5
-4589100	3
-4589050	0
-4589000	2
-4588950	2
-4588900	5
-4588850	3
-4588800	1
-4588750	2
-4588700	2
-4588650	1
-4588600	1
-4588550	2
-4588500	1
-4588450	4
-4588400	5
-4588350	7
-4588300	6
-4588250	9
-4588200	5
-4588150	5
-4588100	5
-4588050	4
-4588000	7
-4587950	10
-4587900	13
-4587850	5
-4587800	8
-4587750	10
-4587700	8
-4587650	8
-4587600	12
-4587550	13
-4587500	20
-4587450	18
-4587400	14
-4587350	13
-4587300	26
-4587250	20
-4587200	25
-4587150	39
-4587100	17
-4587050	27
-4587000	31
-4586950	29
-4586900	43
-4586850	48
-4586800	39
-4586750	44
-4586700	47
-4586650	52
-4586600	51
-4586550	41
-4586500	43
-4586450	34
-4586400	39
-4586350	54
-4586300	40
-4586250	40
-4586200	39
-4586150	36
-4586100	31
-4586050	33
-4586000	23
-4585950	28
-4585900	22
-4585850	32
-4585800	23
-4585750	27
-4585700	28
-4585650	19
-4585600	23
-4585550	16
-4585500	21
-4585450	14
-4585400	14
-4585350	17
-4585300	3
-4585250	11
-4585200	11
-4585150	7
-4585100	11
-4585050	3
-4585000	6
-4584950	6
-4584900	7
-4584850	5
-4584800	4
-4584750	4
-4584700	5
-4584650	0
-4584600	3
-4584550	0
-4584500	4
-4584450	3
-4584400	4
-4584350	3
-4584300	0
-4584250	3
-4584200	4
-4584150	3
-4584100	2
-4584050	2
-4584000	2
-4583950	2
-4583900	3
-4583850	2
-4583800	0
-4583750	1
-4583700	0
-4583650	1
-4583600	1
-4583550	1
-4583500	2
-4583450	1
-4583400	2
-4583350	2
-4583300	3
-4583250	1
-4583200	2
-4583150	2
-4583100	2
-4583050	0
-4583000	1
-4582950	1
-4582900	0
-4582850	2
-4582800	1
-4582750	0
-4582700	1
-4582650	0
-4582600	0
-4582550	0
-4582500	2
-4582450	2
-4582400	2
-4582350	1
-4582300	1
-4582250	2
-4582200	2
-4582150	2
-4582100	1
-4582050	2
-4582000	1
-4581950	1
-4581900	3
-4581850	3
-4581800	2
-4581750	1
-4581700	1
-4581650	2
-4581600	1
-4581550	1
-4581500	3
-4581450	2
-4581400	2
-4581350	1
-4581300	3
-4581250	2
-4581200	5
-4581150	4
-4581100	1
-4581050	1
-4581000	3
-4580950	1
-4580900	4
-4580850	2
-4580800	3
-4580750	0
-4580700	1
-4580650	2
-4580600	0
-4580550	1
-4580500	2
-4580450	3
-4580400	0
-4580350	1
-4580300	0
-4580250	0
-4580200	0
-4580150	1
-4580100	1
-4580050	1
-4580000	3
-4579950	0
-4579900	3
-4579850	1
-4579800	2
-4579750	1
-4579700	1
-4579650	1
-4579600	1
-4579550	0
-4579500	2
-4579450	5
-4579400	0
-4579350	2
-4579300	1
-4579250	1
-4579200	4
-4579150	1
-4579100	3
-4579050	3
-4579000	2
-4578950	2
-4578900	0
-4578850	0
-4578800	0
-4578750	2
-4578700	1
-4578650	3
-4578600	2
-4578550	3
-4578500	0
-4578450	2
-4578400	2
-4578350	1
-4578300	1
-4578250	1
-4578200	0
-4578150	2
-4578100	0
-4578050	1
-4578000	1
-4577950	0
-4577900	1
-4577850	1
-4577800	2
-4577750	1
-4577700	1
-4577650	1
-4577600	2
-4577550	1
-4577500	2
-4577450	1
-4577400	0
-4577350	1
-4577300	1
-4577250	2
-4577200	1
-4577150	4
-4577100	0
-4577050	4
-4577000	3
-4576950	1
-4576900	2
-4576850	2
-4576800	1
-4576750	1
-4576700	3
-4576650	1
-4576600	1
-4576550	6
-4576500	1
-4576450	1
-4576400	3
-4576350	3
-4576300	0
-4576250	1
-4576200	1
-4576150	2
-4576100	3
-4576050	4
-4576000	3
-4575950	3
-4575900	7
-4575850	7
-4575800	4
-4575750	5
-4575700	4
-4575650	6
-4575600	2
-4575550	7
-4575500	7
-4575450	14
-4575400	11
-4575350	14
-4575300	12
-4575250	7
-4575200	12
-4575150	12
-4575100	13
-4575050	12
-4575000	18
-4574950	14
-4574900	24
-4574850	25
-4574800	15
-4574750	17
-4574700	33
-4574650	23
-4574600	21
-4574550	28
-4574500	33
-4574450	25
-4574400	25
-4574350	35
-4574300	47
-4574250	46
-4574200	43
-4574150	37
-4574100	51
-4574050	45
-4574000	45
-4573950	40
-4573900	42
-4573850	47
-4573800	46
-4573750	37
-4573700	35
-4573650	31
-4573600	35
-4573550	38
-4573500	22
-4573450	23
-4573400	32
-4573350	24
-4573300	25
-4573250	18
-4573200	18
-4573150	13
-4573100	14
-4573050	15
-4573000	12
-4572950	15
-4572900	13
-4572850	11
-4572800	17
-4572750	11
-4572700	8
-4572650	6
-4572600	6
-4572550	11
-4572500	3
-4572450	4
-4572400	4
-4572350	7
-4572300	5
-4572250	6
-4572200	6
-4572150	6
-4572100	3
-4572050	6
-4572000	6
-4571950	5
-4571900	3
-4571850	5
-4571800	4
-4571750	1
-4571700	3
-4571650	3
-4571600	3
-4571550	1
-4571500	4
-4571450	0
-4571400	2
-4571350	3
-4571300	3
-4571250	0
-4571200	3
-4571150	0
-4571100	1
-4571050	1
-4571000	3
-4570950	5
-4570900	2
-4570850	4
-4570800	0
-4570750	1
-4570700	1
-4570650	0
-4570600	0
-4570550	1
-4570500	0
-4570450	0
-4570400	1
-4570350	1
-4570300	0
-4570250	2
-4570200	0
-4570150	0
-4570100	2
-4570050	0
-4570000	1
-4569950	5
-4569900	1
-4569850	0
-4569800	1
-4569750	1
-4569700	2
-4569650	0
-4569600	2
-4569550	0
-4569500	0
-4569450	0
-4569400	1
-4569350	1
-4569300	0
-4569250	1
-4569200	0
-4569150	0
-4569100	2
-4569050	1
-4569000	1
-4568950	0
-4568900	1
-4568850	1
-4568800	1
-4568750	2
-4568700	0
-4568650	0
-4568600	2
-4568550	2
-4568500	1
-4568450	1
-4568400	1
-4568350	0
-4568300	3
-4568250	3
-4568200	0
-4568150	0
-4568100	4
-4568050	0
-4568000	1
-4567950	1
-4567900	2
-4567850	0
-4567800	0
-4567750	2
-4567700	1
-4567650	3
-4567600	0
-4567550	1
-4567500	0
-4567450	1
-4567400	0
-4567350	3
-4567300	3
-4567250	1
-4567200	4
-4567150	2
-4567100	1
-4567050	2
-4567000	1
-4566950	3
-4566900	0
-4566850	2
-4566800	0
-4566750	0
-4566700	3
-4566650	0
-4566600	1
-4566550	1
-4566500	1
-4566450	2
-4566400	0
-4566350	2
-4566300	0
-4566250	1
-4566200	0
-4566150	1
-4566100	2
-4566050	2
-4566000	4
-4565950	2
-4565900	2
-4565850	1
-4565800	2
-4565750	1
-4565700	0
-4565650	1
-4565600	1
-4565550	1
-4565500	1
-4565450	1
-4565400	1
-4565350	0
-4565300	2
-4565250	0
-4565200	4
-4565150	1
-4565100	1
-4565050	2
-4565000	1
-4564950	3
-4564900	0
-4564850	1
-4564800	3
-4564750	1
-4564700	0
-4564650	2
-4564600	1
-4564550	3
-4564500	2
-4564450	2
-4564400	2
-4564350	1
-4564300	1
-4564250	2
-4564200	0
-4564150	2
-4564100	1
-4564050	2
-4564000	1
-4563950	1
-4563900	0
-4563850	5
-4563800	2
-4563750	1
-4563700	3
-4563650	3
-4563600	5
-4563550	2
-4563500	1
-4563450	2
-4563400	1
-4563350	2
-4563300	6
-4563250	3
-4563200	9
-4563150	2
-4563100	3
-4563050	4
-4563000	3
-4562950	11
-4562900	9
-4562850	5
-4562800	5
-4562750	13
-4562700	13
-4562650	16
-4562600	8
-4562550	10
-4562500	15
-4562450	17
-4562400	19
-4562350	14
-4562300	25
-4562250	27
-4562200	22
-4562150	27
-4562100	25
-4562050	23
-4562000	35
-4561950	37
-4561900	47
-4561850	36
-4561800	42
-4561750	34
-4561700	44
-4561650	43
-4561600	43
-4561550	46
-4561500	55
-4561450	55
-4561400	58
-4561350	46
-4561300	50
-4561250	51
-4561200	52
-4561150	48
-4561100	40
-4561050	41
-4561000	38
-4560950	38
-4560900	23
-4560850	28
-4560800	29
-4560750	27
-4560700	19
-4560650	17
-4560600	15
